지역,기관,부서,항목1,항목2,상세,금액,예산서 사이트
경남,합천군청,행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록물 관리시스템 유지보수,"115,372,000",https://www.hc.go.kr/04959/04965/09734.web
경남,합천군청,행정과,201 일반운영비,01 사무관리비,중요기록물 경남기록원 이관비용,"1,500,000",https://www.hc.go.kr/04959/04965/09734.web
경남,경상남도교육청,행정국 총무과,210 운영비,null,보존서고기록물정리용역,"18,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도교육청,행정국 총무과,210 운영비,null,보존서고소독용역,"4,500,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도교육청,행정국 총무과,330 자치단체등이전,null,표준기록관리시스템응용소프트웨어유지관리위탁(한국지역정보개발원),"21,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도교육청 교육정보원,null,210 운영비,null,기록관리백신소프트웨어구입,"1,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 창원교육지원청,null,210 운영비,null,기록물전산화용역,"48,785,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 창원교육지원청,null,210 운영비,null,기록관서고소독및청소용역,"3,619,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 창원교육지원청,null,210 운영비,null,기록관이관용역,"25,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 진주교육지원청,null,210 운영비,null,기록관서고소독용역,"3,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 진주교육지원청,null,210 운영비,null,기록물관리용역,"20,700,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 통영교육지원청,null,null,null,사업없음,null,https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 사천교육지원청,null,null,null,사업없음,null,https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 김해교육지원청,null,null,null,사업없음,null,https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 밀양교육지원청,null,210 운영비,null,기록관서고소독용역,"1,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 거제교육지원청,null,210 운영비,null,기록관서고소독용역,"1,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 양산교육지원청,null,210 운영비,null,기록관서고소독용역,"1,500,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 의령교육지원청,null,210 운영비,null,기록관서고소독용역,"1,090,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 함안교육지원청,null,210 운영비,null,기록관서고소독용역,"1,200,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 창녕교육지원청,null,210 운영비,null,기록관서고소독용역,"1,090,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 창녕교육지원청,null,210 운영비,null,기록물관리용역,"15,400,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 고성교육지원청,null,210 운영비,null,기록관서고소독용역,"2,030,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 남해교육지원청,null,null,null,사업없음,null,https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 하동교육지원청,null,210 운영비,null,기록관서고소독용역,"1,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 산청교육지원청,null,210 운영비,null,기록관서고소독용역,"1,100,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 함양교육지원청,null,210 운영비,null,기록관서고소독용역,"1,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 거창교육지원청,null,210 운영비,null,기록관서고소독용역,"1,000,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
경남,경상남도 합천교육지원청,null,210 운영비,null,기록관서고소독용역,"1,090,000",https://www.gne.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1241
울산,울산광역시청,총무과,201 일반운영비,01 사무관리비,서고 기록물 관리 시스템 유지관리,"4,400,000",https://www.ulsan.go.kr/u/tax/contents.ulsan?mId=001003001018000000
울산,울산광역시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리,"58,000,000",https://www.ulsan.go.kr/u/tax/contents.ulsan?mId=001003001018000000
울산,울산광역시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요 비전자기록물 DB구축 사업,"300,000,000",https://www.ulsan.go.kr/u/tax/contents.ulsan?mId=001003001018000000
울산,울산광역시 남구청,총무과,201 일반운영비,01 사무관리비,"문서고 향균제(자동분무형)(45,100원*24개*4회)","4,330,000",https://www.ulsannamgu.go.kr/fieldInfo/openEstimate2025.jsp
울산,울산광역시 남구청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리 시스템유지비,"38,748,000",https://www.ulsannamgu.go.kr/fieldInfo/openEstimate2025.jsp
울산,울산광역시 동구청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템유지관리비,"41,105,000",https://www.donggu.ulsan.kr/us/prg/bdgt/list.do
울산,울산광역시 북구청,총무과,201 일반운영비,01 사무관리비,보존기록물 관리 프로그램 구입,"22,000,000",https://www.bukgu.ulsan.kr/lay1/S1T178C2448/contents.do
울산,울산광역시 북구청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수 관리,"35,624,000",https://www.bukgu.ulsan.kr/lay1/S1T178C2448/contents.do
울산,울주군청,총무과,201 일반운영비,01 사무관리비,"보존서고 향균제 구입(50,000원*172개)","8,600,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,201 일반운영비,01 사무관리비,"소독장비 소독제 구입(150,000원*12개)","1,800,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,201 일반운영비,01 사무관리비,보존서고 소독 및 분진제거(1회),"10,000,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,201 일반운영비,01 사무관리비,읍.면 기록물 이관(1회),"10,000,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,201 일반운영비,01 사무관리비,비전자기록물관리시스템 유지보수,"3,300,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,207 연구개발비,01 연구용역비,비전자 기록물 행정 DB 구축,"450,000,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,207 연구개발비,01 연구용역비,비전자 기록물 전수조사,"150,000,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울주군청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 SW 유지관리,"30,281,000",https://www.ulju.ulsan.kr/ulju/contents.do?mId=0402101701
울산,울산광역시 중구청,총무과,201 일반운영비,01 사무관리비,"문서고 향균제 구입(52,000원*15개*4분기)","3,120,000",https://www.junggu.ulsan.kr/index.ulsan?menuCd=DOM_000000104003001082
울산,울산광역시 중구청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수 및 시스템 운영지원,"42,992,000",https://www.junggu.ulsan.kr/index.ulsan?menuCd=DOM_000000104003001082
울산,울산광역시교육청,null,null,null,사업없음,null,https://use.go.kr/jaejung/user/bbs/BD_selectBbsList.do?q_bbsSn=2357
울산,울산광역시교육연구정보원,null,210 운영비,null,기로관리시스템유지관리(시스템유지보수),"108,613,000",https://use.go.kr/jaejung/user/bbs/BD_selectBbsList.do?q_bbsSn=2357
울산,울산광역시 강북교육지원청,null,210 운영비,null,기록물소독(1회),"2,400,000",https://use.go.kr/jaejung/user/bbs/BD_selectBbsList.do?q_bbsSn=2357
울산,울산광역시 강남교육지원청,null,210 운영비,null,기록물소독(1회),"3,000,000",https://use.go.kr/jaejung/user/bbs/BD_selectBbsList.do?q_bbsSn=2357
세종,세종특별자치시청,자치행정과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수,"18,000,000",https://www.sejong.go.kr/prog/yesanInfo/finance/sub05_01/list.do
세종,세종특별자치시청,자치행정과,207 연구개발비,02 전산개발비,중요기록물 DB 구축,"180,000,000",https://www.sejong.go.kr/prog/yesanInfo/finance/sub05_01/list.do
세종,세종특별자치시청,자치행정과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템 전용백신 구매,"10,300,000",https://www.sejong.go.kr/prog/yesanInfo/finance/sub05_01/list.do
세종,세종특별자치시청,자치행정과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템스토리지증설및백업시스템구축,"20,000,000",https://www.sejong.go.kr/prog/yesanInfo/finance/sub05_01/list.do
세종,세종시교육청,운영지원과,330 자치단체등이전,null,"기록관리시스템유지보수(27,268,250원*4회)","109,073,000",https://www.sje.go.kr/people/cm/cntnts/cntntsView.do?mi=50591&cntntsId=35778
경기,경기도청,총무과,201 일반운영비,01 사무관리비,종이기록물 DB 구축,"860,000,000",https://www.gg.go.kr/bbs/board.do?bsIdx=515&menuId=1946#page=1
경기,경기도청,총무과,206 재료비,01 재료비,기록물 보존처리 약제비,"24,820,000",https://www.gg.go.kr/bbs/board.do?bsIdx=515&menuId=1946#page=1
경기,경기도청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"33,120,000",https://www.gg.go.kr/bbs/board.do?bsIdx=515&menuId=1946#page=1
경기,가평군청,자치행정과,201 일반운영비,01 사무관리비,기록관서고일시소독,"3,500,000",https://www.gp.go.kr/portal/contents.do?key=2469
경기,가평군청,자치행정과,201 일반운영비,01 사무관리비,"기록관서고상시소독(35,000원*12개*6회)","2,520,000",https://www.gp.go.kr/portal/contents.do?key=2469
경기,가평군청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리 노후장비 교체,"25,000,000",https://www.gp.go.kr/portal/contents.do?key=2469
경기,고양시청,행정지원과,201 일반운영비,01 사무관리비,기록물 목록 작성 및 디지털화(16차),"347,000,000",https://www.goyang.go.kr/www/user/bbs/BD_selectBbsList.do?q_bbsCode=1045
경기,고양시청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RSM) 유지보수비,"46,059,000",https://www.goyang.go.kr/www/user/bbs/BD_selectBbsList.do?q_bbsCode=1045
경기,과천시청,자치행정과,201 일반운영비,01 사무관리비,기록관 소독,"5,000,000",https://www.gccity.go.kr/portal/budgetStatus/list.do?mId=0203150501
경기,과천시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지관리,"48,000,000",https://www.gccity.go.kr/portal/budgetStatus/list.do?mId=0203150501
경기,과천시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록물 DB구축,"50,000,000",https://www.gccity.go.kr/portal/budgetStatus/list.do?mId=0203150501
경기,광명시청,총무과,201 일반운영비,02 공공운영비,"중요기록물 서고 소독비(22,000원*100ml*1회)","2,200,000",https://www.gm.go.kr/pt/user/bbs/BD_selectBbsList.do?q_bbsCode=2261
경기,광명시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RSM)유지보수비,"35,000,000",https://www.gm.go.kr/pt/user/bbs/BD_selectBbsList.do?q_bbsCode=2261
경기,광주시청,행정지원과,201 일반운영비,01 사무관리비,서고관리시스템 S/W 유지보수,"3,135,000",https://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=37&mId=0303010000&token=1738819062276
경기,광주시청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지보수,"33,480,000",https://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=37&mId=0303010000&token=1738819062276
경기,광주시청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록물 전수조사,"14,000,000",https://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=37&mId=0303010000&token=1738819062276
경기,광주시청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,비전자기록물 DB구축,"85,000,000",https://www.gjcity.go.kr/portal/bbs/list.do?ptIdx=37&mId=0303010000&token=1738819062276
경기,구리시청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템(RMS)유지보수,"68,012,000",https://www.guri.go.kr/www/selectBbsNttList.do?bbsNo=10&key=324
경기,군포시청,행정지원과,201 일반운영비,01 사무관리비,기록관소독,"4,000,000",https://www.gunpo.go.kr/www/contents.do?key=1008981
경기,김포시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요기록물 DB구축 위탁사업,"150,000,000",https://www.gimpo.go.kr/portal/selectBbsNttList.do?bbsNo=295&key=1115
경기,김포시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 위탁운영비,"61,000,000",https://www.gimpo.go.kr/portal/selectBbsNttList.do?bbsNo=295&key=1115
경기,김포시청,총무과,201 일반운영비,01 사무관리비,"정보관 및 별관 문서고 소독 실시(4,400,000원*2개소*1회)","8,800,000",https://www.gimpo.go.kr/portal/selectBbsNttList.do?bbsNo=295&key=1115
경기,남양주시청,총무과,201 일반운영비,01 사무관리비,보존서고 소독비용,"4,750,000",https://www.nyj.go.kr/www/selectBbsNttList.do?key=2423&bbsNo=39
경기,남양주시청,총무과,201 일반운영비,01 사무관리비,보존서고 기록물 정리,"81,780,000",https://www.nyj.go.kr/www/selectBbsNttList.do?key=2423&bbsNo=39
경기,남양주시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 및 백업시스템 유지관리,"69,199,000",https://www.nyj.go.kr/www/selectBbsNttList.do?key=2423&bbsNo=39
경기,동두천시청,자치행정과,201 일반운영비,01 사무관리비,기록관서고 일시소독,"3,500,000",https://www.ddc.go.kr/ddc/contents.do?key=2257
경기,동두천시청,자치행정과,201 일반운영비,02 공공운영비,기록관서고 상시소독,"2,520,000",https://www.ddc.go.kr/ddc/contents.do?key=2257
경기,동두천시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리비,"40,361,000",https://www.ddc.go.kr/ddc/contents.do?key=2257
경기,동두천시청,자치행정과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,표준기록관리노후장비교체,"25,000,000",https://www.ddc.go.kr/ddc/contents.do?key=2257
경기,부천시청,행정지원과,201 일반운영비,01 사무관리비,비전자기록물관리시스템 유지보수비,"3,684,000",https://budget.bucheon.go.kr/site/homepage/menu/viewMenu?menuid=168002001019001
경기,부천시청,행정지원과,201 일반운영비,01 사무관리비,중요기록물 DB 구축사업비,"300,000,000",https://budget.bucheon.go.kr/site/homepage/menu/viewMenu?menuid=168002001019001
경기,부천시청,행정지원과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수비,"17,578,000",https://budget.bucheon.go.kr/site/homepage/menu/viewMenu?menuid=168002001019001
경기,성남시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 통합 유지보수비,"65,076,000",https://www.seongnam.go.kr/city/1000170/337/11599/subTabCont.do?
경기,성남시청,총무과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,"비전자기록물DB구축(500원*300,000면)","150,000,000",https://www.seongnam.go.kr/city/1000170/337/11599/subTabCont.do?
경기,수원시청,행정지원과,201 일반운영비,01 사무관리비,표준기록관리시스템 기록물검사용 백신,"15,000,000",https://www.suwon.go.kr/web/budgetDoc/BD_budgetDoc.list.do
경기,수원시청,행정지원과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지관리,"16,000,000",https://www.suwon.go.kr/web/budgetDoc/BD_budgetDoc.list.do
경기,수원시청,행정지원과,207 연구개발비,02 전산개발비,중요기록물 DB 구축,"400,000,000",https://www.suwon.go.kr/web/budgetDoc/BD_budgetDoc.list.do
경기,시흥시청,행정과,207 연구개발비,02 전산개발비,중요기록물 DB 구축 사업,"250,000,000",https://www.siheung.go.kr/main/contents.do?mId=0309040000
경기,시흥시청,행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리 시스템 유지보수,"47,328,000",https://www.siheung.go.kr/main/contents.do?mId=0309040000
경기,시흥시청,행정과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,준기록관리시스템백업시스템구축,"90,000,000",https://www.siheung.go.kr/main/contents.do?mId=0309040000
경기,시흥시청,행정과,405 자산취득비,01 자산및물품취득비,준기록관리시스템백업시스템구축,"50,000,000",https://www.siheung.go.kr/main/contents.do?mId=0309040000
경기,안산시청,총무과,206 재료비,01 재료비,"문서고 항(진)균 소독제(36,300원*15개*12월)","6,534,000",https://www.ansan.go.kr/www/common/bbs/selectPageListBbs.do?bbs_code=WWW22
경기,안산시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리,"61,241,000",https://www.ansan.go.kr/www/common/bbs/selectPageListBbs.do?bbs_code=WWW22
경기,안산시청,총무과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,중요기록물 DB구축,"100,000,000",https://www.ansan.go.kr/www/common/bbs/selectPageListBbs.do?bbs_code=WWW22
경기,안성시청,행정과,201 일반운영비,01 사무관리비,기록관서고 소독 및 분진제거,"3,575,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안성시청,행정과,201 일반운영비,01 사무관리비,표준기록관리시스템 고도화 용역,"40,500,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안성시청,행정과,201 일반운영비,02 공공운영비,"표준기록관리시스템 유지보수(SW,HW)","47,400,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안성시청,행정과,207 연구개발비,02 전산개발비,중요기록물 DB구축사업,"300,000,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안성시청,행정과,207 연구개발비,02 전산개발비,전자기록물 오류 검증 용역,"55,000,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안성시청,행정과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템 하드웨어 및 소프트웨어 구입,"181,000,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안성시청,행정과,405 자산취득비,01 자산및물품취득비,기록관 모빌랙 구입,"22,000,000",https://www.anseong.go.kr/portal/contents.do?mId=0403010100
경기,안양시청,총무과,201 일반운영비,02 공공운영비,기록관 분진제거 및 항균소독,"3,500,000",https://www.anyang.go.kr/main/contents.do?key=204
경기,안양시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"47,232,000",https://www.anyang.go.kr/main/contents.do?key=204
경기,안양시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요기록물 DB구축,"120,000,000",https://www.anyang.go.kr/main/contents.do?key=204
경기,양주시청,자치행정과,201 일반운영비,02 공공운영비,서고 소독 및 분진제거,"4,000,000",https://www.yangju.go.kr/www/selectBbsNttList.do?bbsNo=37&key=254
경기,양주시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리,"48,336,000",https://www.yangju.go.kr/www/selectBbsNttList.do?bbsNo=37&key=254
경기,양주시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,"비전자기록물 DB구축(500원*300,000면)","150,000,000",https://www.yangju.go.kr/www/selectBbsNttList.do?bbsNo=37&key=254
경기,양주시청,자치행정과,201 일반운영비,01 사무관리비,기록물 운반 용역,"55,000,000",https://www.yangju.go.kr/www/selectBbsNttList.do?bbsNo=37&key=254
경기,양평군청,행정담당관,201 일반운영비,02 공공운영비,문서고 소독비,"6,968,000",https://www.yp21.go.kr/www/contents.do?key=4571
경기,양평군청,행정담당관,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 운영지원 업무위탁 사업비,"47,883,000",https://www.yp21.go.kr/www/contents.do?key=4571
경기,여주시청,자치행정과,201 일반운영비,01 사무관리비,"문서고 소독(2,000,000원*2회)","4,000,000",https://www.yeoju.go.kr/www/selectBbsNttList.do?bbsNo=22&key=347
경기,여주시청,자치행정과,201 일반운영비,01 사무관리비,"문서고 항균제(상시소독)(150,000원*12월)","1,800,000",https://www.yeoju.go.kr/www/selectBbsNttList.do?bbsNo=22&key=347
경기,여주시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RMS)장비교체및증설(RMS운영지원비),"12,000,000",https://www.yeoju.go.kr/www/selectBbsNttList.do?bbsNo=22&key=347
경기,여주시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RMS)장비교체및증설(HW및상용SW위탁),"37,824,000",https://www.yeoju.go.kr/www/selectBbsNttList.do?bbsNo=22&key=347
경기,여주시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RMS)장비교체및증설(DB구축사업),"100,000,000",https://www.yeoju.go.kr/www/selectBbsNttList.do?bbsNo=22&key=347
경기,여주시청,자치행정과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,표준기록관리시스템(RMS)장비교체및증설,"249,500,000",https://www.yeoju.go.kr/www/selectBbsNttList.do?bbsNo=22&key=347
경기,연천군청,행정담당관,201 일반운영비,02 공공운영비,"문서고 소독비(항균항충제 구입포함)(3,000,000원*2회)","6,000,000",https://www.yeoncheon.go.kr/budget/selectBbsNttList.do?bbsNo=23&key=4390
경기,연천군청,행정담당관,201 일반운영비,02 공공운영비,특수유형기록관리시스템 유지관리,"17,480,000",https://www.yeoncheon.go.kr/budget/selectBbsNttList.do?bbsNo=23&key=4390
경기,연천군청,행정담당관,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지관리 위탁금,"53,789,000",https://www.yeoncheon.go.kr/budget/selectBbsNttList.do?bbsNo=23&key=4390
경기,오산시청,자치행정과,201 일반운영비,01 사무관리비,기록관 분진제거 및 소독(3개소),"6,500,000",https://www.osan.go.kr/portal/bbs/list.do?ptIdx=173&mId=0202030100
경기,오산시청,자치행정과,201 일반운영비,01 사무관리비,제1기록관 노후 모빌랙 철거 및 이동설치,"1,100,000",https://www.osan.go.kr/portal/bbs/list.do?ptIdx=173&mId=0202030100
경기,오산시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 통합 유지관리,"44,827,000",https://www.osan.go.kr/portal/bbs/list.do?ptIdx=173&mId=0202030100
경기,오산시청,자치행정과,405 자산취득비,01 자산및물품취득비,제1기록관 모빌랙 교체 설치,"6,000,000",https://www.osan.go.kr/portal/bbs/list.do?ptIdx=173&mId=0202030100
경기,용인시청,행정과,201 일반운영비,01 사무관리비,종합문서고 환경정비 및 소독용역,"6,500,000",https://www.yongin.go.kr/home/ifOp/ifOpMunic/ifOpMunic02.jsp
경기,용인시청,행정과,201 일반운영비,01 사무관리비,"종합문서고 복식선반 구입(27,500원*50개)","1,375,000",https://www.yongin.go.kr/home/ifOp/ifOpMunic/ifOpMunic02.jsp
경기,용인시청,행정과,201 일반운영비,01 사무관리비,종합문서고 전산관리시스템 유지관리,"3,080,000",https://www.yongin.go.kr/home/ifOp/ifOpMunic/ifOpMunic02.jsp
경기,용인시청,행정과,201 일반운영비,01 사무관리비,기록물 정수점검 및 정리용역,"50,000,000",https://www.yongin.go.kr/home/ifOp/ifOpMunic/ifOpMunic02.jsp
경기,용인시청,행정과,207 연구개발비,02 전산개발비,문서 DB 구축,"312,000,000",https://www.yongin.go.kr/home/ifOp/ifOpMunic/ifOpMunic02.jsp
경기,의왕시청,총무과,201 일반운영비,01 사무관리비,기록물 및 문서고 소독,"3,700,000",https://www.uiwang.go.kr/UWKOROPEN020101
경기,의왕시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지보수,"46,000,000",https://www.uiwang.go.kr/UWKOROPEN020101
경기,의정부시청,민원여권과,201 일반운영비,01 사무관리비,문서고 소독,"4,960,000",https://www.ui4u.go.kr/portal/bbs/list.do?ptIdx=64&mId=0107010100
경기,의정부시청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 운영 상용 소프트웨어 유지관리,"17,760,000",https://www.ui4u.go.kr/portal/bbs/list.do?ptIdx=64&mId=0107010100
경기,이천시청,자치행정과,201 일반운영비,01 사무관리비,기록관 소독방역비,"12,000,000",https://www.icheon.go.kr/portal/board/post/list.do?bcIdx=685&mid=0304010000&token=1738827925206
경기,이천시청,자치행정과,201 일반운영비,01 사무관리비,"기록물 탈산용액 구입(165,000*120kg)","19,800,000",https://www.icheon.go.kr/portal/board/post/list.do?bcIdx=685&mid=0304010000&token=1738827925206
경기,이천시청,자치행정과,201 일반운영비,02 공공운영비,기록물 정리 및 디지털화 사업,"300,000,000",https://www.icheon.go.kr/portal/board/post/list.do?bcIdx=685&mid=0304010000&token=1738827925206
경기,이천시청,자치행정과,201 일반운영비,02 공공운영비,"기록관 정보화시스템 유지관리(11,766,580원*12월)","141,199,000",https://www.icheon.go.kr/portal/board/post/list.do?bcIdx=685&mid=0304010000&token=1738827925206
경기,파주시청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템 백신 라이선스,"15,000,000",https://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=2004&q_ctgCd=4006
경기,파주시청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템 유지관리,"24,000,000",https://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=2004&q_ctgCd=4006
경기,파주시청,자치행정과,201 일반운영비,02 공공운영비,기록관 문서고 소독(4개소),"8,000,000",https://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=2004&q_ctgCd=4006
경기,평택시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,비전자기록물 전수조사 사업,"250,000,000",https://www.pyeongtaek.go.kr/pyeongtaek/contents.do?mId=0107010000
경기,평택시청,총무과,201 일반운영비,02 공공운영비,기록관 시스템 유지보수비,"7,000,000",https://www.pyeongtaek.go.kr/pyeongtaek/contents.do?mId=0107010000
경기,포천시청,자치행정과,201 일반운영비,01 사무관리비,기록물 정리 및 평가폐기 등 기록관 및 문서고 관리,"3,000,000",https://www.pocheon.go.kr/www/selectBbsNttList.do?bbsNo=1451&key=11963
경기,포천시청,자치행정과,201 일반운영비,01 사무관리비,"서고 항온항습기,모빌렉 등 부품교체","1,500,000",https://www.pocheon.go.kr/www/selectBbsNttList.do?bbsNo=1451&key=11963
경기,포천시청,자치행정과,201 일반운영비,01 사무관리비,"문서고 살충,항균제 구입","4,800,000",https://www.pocheon.go.kr/www/selectBbsNttList.do?bbsNo=1451&key=11963
경기,포천시청,자치행정과,201 일반운영비,01 사무관리비,문서고 분진제거 및 일시소독,"7,880,000",https://www.pocheon.go.kr/www/selectBbsNttList.do?bbsNo=1451&key=11963
